sigla_uf,id_municipio,nome,numero_candidato,sigla_partido,votos,turno
MG,3118700,Coqueiral,51,PATRIOTA,20,1
MG,3118700,Coqueiral,12,PDT,317,1
MG,3118700,Coqueiral,19,PODE,21,1
MG,3118700,Coqueiral,54,PPL,1,1
MG,3118700,Coqueiral,45,PSDB,461,1
MG,3118700,Coqueiral,17,PSL,2521,1
MG,3118700,Coqueiral,50,PSOL,24,1
MG,3118700,Coqueiral,16,PSTU,0,1
MG,3118700,Coqueiral,13,PT,1521,1
MG,3118700,Coqueiral,18,REDE,32,1
MG,3118700,Coqueiral,17,PSL,2931,2
MG,3118700,Coqueiral,13,PT,2087,2
MG,3118809,Coração de Jesus,27,DC,3,1
MG,3118809,Coração de Jesus,15,MDB,56,1
MG,3118809,Coração de Jesus,30,NOVO,147,1
MG,3118809,Coração de Jesus,51,PATRIOTA,110,1
MG,3118809,Coração de Jesus,12,PDT,939,1
MG,3118809,Coração de Jesus,19,PODE,17,1
MG,3118809,Coração de Jesus,54,PPL,0,1
MG,3118809,Coração de Jesus,45,PSDB,265,1
MG,3118809,Coração de Jesus,17,PSL,2949,1
MG,3118809,Coração de Jesus,50,PSOL,28,1
MG,3118809,Coração de Jesus,16,PSTU,3,1
MG,3118809,Coração de Jesus,13,PT,9382,1
MG,3118809,Coração de Jesus,18,REDE,41,1
MG,3118809,Coração de Jesus,17,PSL,3221,2
MG,3118809,Coração de Jesus,13,PT,9403,2
MG,3118908,Cordisburgo,27,DC,2,1
MG,3118908,Cordisburgo,15,MDB,76,1
MG,3118908,Cordisburgo,30,NOVO,165,1
MG,3118908,Cordisburgo,51,PATRIOTA,22,1
MG,3118908,Cordisburgo,12,PDT,389,1
MG,3118908,Cordisburgo,19,PODE,11,1
MG,3118908,Cordisburgo,54,PPL,1,1
MG,3118908,Cordisburgo,45,PSDB,287,1
MG,3118908,Cordisburgo,17,PSL,1962,1
MG,3118908,Cordisburgo,50,PSOL,15,1
MG,3118908,Cordisburgo,16,PSTU,2,1
MG,3118908,Cordisburgo,13,PT,1954,1
MG,3118908,Cordisburgo,18,REDE,24,1
MG,3118908,Cordisburgo,17,PSL,2253,2
MG,3118908,Cordisburgo,13,PT,2248,2
MG,3119005,Cordislândia,27,DC,1,1
MG,3119005,Cordislândia,15,MDB,9,1
MG,3119005,Cordislândia,30,NOVO,43,1
MG,3119005,Cordislândia,51,PATRIOTA,8,1
MG,3119005,Cordislândia,12,PDT,120,1
MG,3119005,Cordislândia,19,PODE,6,1
MG,3119005,Cordislândia,54,PPL,3,1
MG,3119005,Cordislândia,45,PSDB,320,1
MG,3119005,Cordislândia,17,PSL,804,1
MG,3119005,Cordislândia,50,PSOL,3,1
MG,3119005,Cordislândia,16,PSTU,0,1
MG,3119005,Cordislândia,13,PT,672,1
MG,3119005,Cordislândia,18,REDE,6,1
MG,3119005,Cordislândia,17,PSL,895,2
MG,3119005,Cordislândia,13,PT,882,2
MG,3119104,Corinto,27,DC,1,1
MG,3119104,Corinto,15,MDB,192,1
MG,3119104,Corinto,30,NOVO,260,1
MG,3119104,Corinto,51,PATRIOTA,170,1
MG,3119104,Corinto,12,PDT,1075,1
MG,3119104,Corinto,19,PODE,59,1
MG,3119104,Corinto,54,PPL,2,1
MG,3119104,Corinto,45,PSDB,559,1
MG,3119104,Corinto,17,PSL,4874,1
MG,3119104,Corinto,50,PSOL,40,1
MG,3119104,Corinto,16,PSTU,3,1
MG,3119104,Corinto,13,PT,4941,1
MG,3119104,Corinto,18,REDE,96,1
MG,3119104,Corinto,17,PSL,5534,2
MG,3119104,Corinto,13,PT,6044,2
MG,3119203,Coroaci,27,DC,2,1
MG,3119203,Coroaci,15,MDB,70,1
MG,3119203,Coroaci,30,NOVO,77,1
MG,3119203,Coroaci,51,PATRIOTA,26,1
MG,3119203,Coroaci,12,PDT,312,1
MG,3119203,Coroaci,19,PODE,11,1
MG,3119203,Coroaci,54,PPL,3,1
MG,3119203,Coroaci,45,PSDB,294,1
MG,3119203,Coroaci,17,PSL,2396,1
MG,3119203,Coroaci,50,PSOL,10,1
MG,3119203,Coroaci,16,PSTU,2,1
MG,3119203,Coroaci,13,PT,2431,1
MG,3119203,Coroaci,18,REDE,23,1
MG,3119203,Coroaci,17,PSL,2580,2
MG,3119203,Coroaci,13,PT,2418,2
MG,3119302,Coromandel,27,DC,3,1
MG,3119302,Coromandel,15,MDB,177,1
MG,3119302,Coromandel,30,NOVO,690,1
MG,3119302,Coromandel,51,PATRIOTA,77,1
MG,3119302,Coromandel,12,PDT,1549,1
MG,3119302,Coromandel,19,PODE,131,1
MG,3119302,Coromandel,54,PPL,3,1
MG,3119302,Coromandel,45,PSDB,899,1
MG,3119302,Coromandel,17,PSL,8904,1
MG,3119302,Coromandel,50,PSOL,42,1
MG,3119302,Coromandel,16,PSTU,6,1
MG,3119302,Coromandel,13,PT,3646,1
MG,3119302,Coromandel,18,REDE,88,1
MG,3119302,Coromandel,17,PSL,10220,2
MG,3119302,Coromandel,13,PT,5264,2
MG,3119401,Coronel Fabriciano,27,DC,14,1
MG,3119401,Coronel Fabriciano,15,MDB,348,1
MG,3119401,Coronel Fabriciano,30,NOVO,1357,1
MG,3119401,Coronel Fabriciano,51,PATRIOTA,1176,1
MG,3119401,Coronel Fabriciano,12,PDT,5222,1
MG,3119401,Coronel Fabriciano,19,PODE,181,1
MG,3119401,Coronel Fabriciano,54,PPL,9,1
MG,3119401,Coronel Fabriciano,45,PSDB,2317,1
MG,3119401,Coronel Fabriciano,17,PSL,32561,1
MG,3119401,Coronel Fabriciano,50,PSOL,192,1
MG,3119401,Coronel Fabriciano,16,PSTU,19,1
MG,3119401,Coronel Fabriciano,13,PT,12446,1
MG,3119401,Coronel Fabriciano,18,REDE,422,1
MG,3119401,Coronel Fabriciano,17,PSL,35471,2
MG,3119401,Coronel Fabriciano,13,PT,18177,2
MG,3119500,Coronel Murta,27,DC,0,1
MG,3119500,Coronel Murta,15,MDB,7,1
MG,3119500,Coronel Murta,30,NOVO,77,1
MG,3119500,Coronel Murta,51,PATRIOTA,9,1
MG,3119500,Coronel Murta,12,PDT,225,1
MG,3119500,Coronel Murta,19,PODE,18,1
MG,3119500,Coronel Murta,54,PPL,2,1
MG,3119500,Coronel Murta,45,PSDB,264,1
MG,3119500,Coronel Murta,17,PSL,922,1
MG,3119500,Coronel Murta,50,PSOL,4,1
MG,3119500,Coronel Murta,16,PSTU,4,1
MG,3119500,Coronel Murta,13,PT,3130,1
MG,3119500,Coronel Murta,18,REDE,8,1
MG,3119500,Coronel Murta,17,PSL,1104,2
MG,3119500,Coronel Murta,13,PT,3276,2
MG,3119609,Coronel Pacheco,27,DC,0,1
MG,3119609,Coronel Pacheco,15,MDB,25,1
MG,3119609,Coronel Pacheco,30,NOVO,30,1
MG,3119609,Coronel Pacheco,51,PATRIOTA,19,1
MG,3119609,Coronel Pacheco,12,PDT,232,1
MG,3119609,Coronel Pacheco,19,PODE,10,1
MG,3119609,Coronel Pacheco,54,PPL,0,1
MG,3119609,Coronel Pacheco,45,PSDB,91,1
MG,3119609,Coronel Pacheco,17,PSL,884,1
MG,3119609,Coronel Pacheco,50,PSOL,10,1
MG,3119609,Coronel Pacheco,16,PSTU,0,1
MG,3119609,Coronel Pacheco,13,PT,636,1
MG,3119609,Coronel Pacheco,18,REDE,17,1
MG,3119609,Coronel Pacheco,17,PSL,963,2
MG,3119609,Coronel Pacheco,13,PT,952,2
MG,3119708,Coronel Xavier Chaves,27,DC,0,1
MG,3119708,Coronel Xavier Chaves,15,MDB,21,1
MG,3119708,Coronel Xavier Chaves,30,NOVO,72,1
MG,3119708,Coronel Xavier Chaves,51,PATRIOTA,19,1
MG,3119708,Coronel Xavier Chaves,12,PDT,398,1
MG,3119708,Coronel Xavier Chaves,19,PODE,10,1
MG,3119708,Coronel Xavier Chaves,54,PPL,0,1
MG,3119708,Coronel Xavier Chaves,45,PSDB,175,1
MG,3119708,Coronel Xavier Chaves,17,PSL,700,1
MG,3119708,Coronel Xavier Chaves,50,PSOL,12,1
MG,3119708,Coronel Xavier Chaves,16,PSTU,0,1
MG,3119708,Coronel Xavier Chaves,13,PT,572,1
MG,3119708,Coronel Xavier Chaves,18,REDE,25,1
MG,3119708,Coronel Xavier Chaves,17,PSL,892,2
MG,3119708,Coronel Xavier Chaves,13,PT,1056,2
MG,3119807,Córrego Danta,27,DC,1,1
MG,3119807,Córrego Danta,15,MDB,11,1
MG,3119807,Córrego Danta,30,NOVO,112,1
MG,3119807,Córrego Danta,51,PATRIOTA,6,1
MG,3119807,Córrego Danta,12,PDT,123,1
MG,3119807,Córrego Danta,19,PODE,6,1
MG,3119807,Córrego Danta,54,PPL,0,1
MG,3119807,Córrego Danta,45,PSDB,145,1
MG,3119807,Córrego Danta,17,PSL,987,1
MG,3119807,Córrego Danta,50,PSOL,4,1
MG,3119807,Córrego Danta,16,PSTU,2,1
MG,3119807,Córrego Danta,13,PT,616,1
MG,3119807,Córrego Danta,18,REDE,4,1
MG,3119807,Córrego Danta,17,PSL,1114,2
MG,3119807,Córrego Danta,13,PT,763,2
MG,3119906,Córrego do Bom Jesus,27,DC,0,1
MG,3119906,Córrego do Bom Jesus,15,MDB,3,1
MG,3119906,Córrego do Bom Jesus,30,NOVO,192,1
MG,3119906,Córrego do Bom Jesus,51,PATRIOTA,8,1
MG,3119906,Córrego do Bom Jesus,12,PDT,297,1
MG,3119906,Córrego do Bom Jesus,19,PODE,17,1
MG,3119906,Córrego do Bom Jesus,54,PPL,1,1
MG,3119906,Córrego do Bom Jesus,45,PSDB,335,1
MG,3119906,Córrego do Bom Jesus,17,PSL,1474,1
MG,3119906,Córrego do Bom Jesus,50,PSOL,5,1
MG,3119906,Córrego do Bom Jesus,16,PSTU,0,1
MG,3119906,Córrego do Bom Jesus,13,PT,438,1
MG,3119906,Córrego do Bom Jesus,18,REDE,12,1
MG,3119906,Córrego do Bom Jesus,17,PSL,1902,2
MG,3119906,Córrego do Bom Jesus,13,PT,795,2
MG,3119955,Córrego Fundo,27,DC,1,1
MG,3119955,Córrego Fundo,15,MDB,33,1
MG,3119955,Córrego Fundo,30,NOVO,808,1
MG,3119955,Córrego Fundo,51,PATRIOTA,10,1
MG,3119955,Córrego Fundo,12,PDT,360,1
MG,3119955,Córrego Fundo,19,PODE,17,1
MG,3119955,Córrego Fundo,54,PPL,0,1
MG,3119955,Córrego Fundo,45,PSDB,254,1
MG,3119955,Córrego Fundo,17,PSL,1268,1
MG,3119955,Córrego Fundo,50,PSOL,18,1
MG,3119955,Córrego Fundo,16,PSTU,5,1
MG,3119955,Córrego Fundo,13,PT,701,1
MG,3119955,Córrego Fundo,18,REDE,9,1
MG,3119955,Córrego Fundo,17,PSL,1927,2
MG,3119955,Córrego Fundo,13,PT,1311,2
MG,3120003,Córrego Novo,27,DC,1,1
MG,3120003,Córrego Novo,15,MDB,28,1
MG,3120003,Córrego Novo,30,NOVO,35,1
MG,3120003,Córrego Novo,51,PATRIOTA,11,1
MG,3120003,Córrego Novo,12,PDT,112,1
MG,3120003,Córrego Novo,19,PODE,2,1
MG,3120003,Córrego Novo,54,PPL,2,1
MG,3120003,Córrego Novo,45,PSDB,119,1
MG,3120003,Córrego Novo,17,PSL,643,1
MG,3120003,Córrego Novo,50,PSOL,3,1
MG,3120003,Córrego Novo,16,PSTU,0,1
MG,3120003,Córrego Novo,13,PT,1247,1
MG,3120003,Córrego Novo,18,REDE,6,1
MG,3120003,Córrego Novo,17,PSL,705,2
MG,3120003,Córrego Novo,13,PT,1313,2
MG,3120102,Couto de Magalhães de Minas,27,DC,0,1
MG,3120102,Couto de Magalhães de Minas,15,MDB,13,1
MG,3120102,Couto de Magalhães de Minas,30,NOVO,29,1
MG,3120102,Couto de Magalhães de Minas,51,PATRIOTA,11,1
MG,3120102,Couto de Magalhães de Minas,12,PDT,297,1
MG,3120102,Couto de Magalhães de Minas,19,PODE,17,1
MG,3120102,Couto de Magalhães de Minas,54,PPL,1,1
MG,3120102,Couto de Magalhães de Minas,45,PSDB,78,1
MG,3120102,Couto de Magalhães de Minas,17,PSL,457,1
MG,3120102,Couto de Magalhães de Minas,50,PSOL,9,1
MG,3120102,Couto de Magalhães de Minas,16,PSTU,1,1
MG,3120102,Couto de Magalhães de Minas,13,PT,1436,1
MG,3120102,Couto de Magalhães de Minas,18,REDE,15,1
MG,3120102,Couto de Magalhães de Minas,17,PSL,567,2
MG,3120102,Couto de Magalhães de Minas,13,PT,1613,2
MG,3120151,Crisólita,27,DC,2,1
MG,3120151,Crisólita,15,MDB,26,1
MG,3120151,Crisólita,30,NOVO,24,1
MG,3120151,Crisólita,51,PATRIOTA,20,1
MG,3120151,Crisólita,12,PDT,100,1
MG,3120151,Crisólita,19,PODE,7,1
MG,3120151,Crisólita,54,PPL,0,1
MG,3120151,Crisólita,45,PSDB,102,1
MG,3120151,Crisólita,17,PSL,558,1
MG,3120151,Crisólita,50,PSOL,5,1
MG,3120151,Crisólita,16,PSTU,0,1
MG,3120151,Crisólita,13,PT,2200,1
MG,3120151,Crisólita,18,REDE,9,1
MG,3120151,Crisólita,17,PSL,656,2
MG,3120151,Crisólita,13,PT,2182,2
MG,3120201,Cristais,27,DC,4,1
MG,3120201,Cristais,15,MDB,33,1
MG,3120201,Cristais,30,NOVO,180,1
MG,3120201,Cristais,51,PATRIOTA,29,1
MG,3120201,Cristais,12,PDT,297,1
MG,3120201,Cristais,19,PODE,18,1
MG,3120201,Cristais,54,PPL,2,1
MG,3120201,Cristais,45,PSDB,198,1
MG,3120201,Cristais,17,PSL,2888,1
MG,3120201,Cristais,50,PSOL,23,1
MG,3120201,Cristais,16,PSTU,0,1
MG,3120201,Cristais,13,PT,1733,1
MG,3120201,Cristais,18,REDE,37,1
MG,3120201,Cristais,17,PSL,3284,2
MG,3120201,Cristais,13,PT,2163,2
MG,3120300,Cristália,27,DC,1,1
MG,3120300,Cristália,15,MDB,40,1
MG,3120300,Cristália,30,NOVO,20,1
MG,3120300,Cristália,51,PATRIOTA,34,1
MG,3120300,Cristália,12,PDT,152,1
MG,3120300,Cristália,19,PODE,3,1
MG,3120300,Cristália,54,PPL,1,1
MG,3120300,Cristália,45,PSDB,93,1
MG,3120300,Cristália,17,PSL,553,1
MG,3120300,Cristália,50,PSOL,7,1
MG,3120300,Cristália,16,PSTU,0,1
MG,3120300,Cristália,13,PT,2266,1
MG,3120300,Cristália,18,REDE,6,1
MG,3120300,Cristália,17,PSL,638,2
MG,3120300,Cristália,13,PT,2217,2
MG,3120409,Cristiano Otoni,27,DC,1,1
MG,3120409,Cristiano Otoni,15,MDB,31,1
MG,3120409,Cristiano Otoni,30,NOVO,92,1
MG,3120409,Cristiano Otoni,51,PATRIOTA,26,1
MG,3120409,Cristiano Otoni,12,PDT,380,1
MG,3120409,Cristiano Otoni,19,PODE,13,1
MG,3120409,Cristiano Otoni,54,PPL,1,1
MG,3120409,Cristiano Otoni,45,PSDB,202,1
MG,3120409,Cristiano Otoni,17,PSL,1425,1
MG,3120409,Cristiano Otoni,50,PSOL,4,1
MG,3120409,Cristiano Otoni,16,PSTU,1,1
MG,3120409,Cristiano Otoni,13,PT,846,1
MG,3120409,Cristiano Otoni,18,REDE,21,1
MG,3120409,Cristiano Otoni,17,PSL,1638,2
MG,3120409,Cristiano Otoni,13,PT,1232,2
MG,3120508,Cristina,27,DC,0,1
MG,3120508,Cristina,15,MDB,59,1
MG,3120508,Cristina,30,NOVO,273,1
MG,3120508,Cristina,51,PATRIOTA,37,1
MG,3120508,Cristina,12,PDT,578,1
MG,3120508,Cristina,19,PODE,28,1
MG,3120508,Cristina,54,PPL,2,1
MG,3120508,Cristina,45,PSDB,812,1
MG,3120508,Cristina,17,PSL,2982,1
MG,3120508,Cristina,50,PSOL,16,1
MG,3120508,Cristina,16,PSTU,1,1
MG,3120508,Cristina,13,PT,840,1
MG,3120508,Cristina,18,REDE,24,1
MG,3120508,Cristina,17,PSL,3643,2
MG,3120508,Cristina,13,PT,1662,2
MG,3120607,Crucilândia,27,DC,0,1
MG,3120607,Crucilândia,15,MDB,39,1
MG,3120607,Crucilândia,30,NOVO,181,1
MG,3120607,Crucilândia,51,PATRIOTA,19,1
MG,3120607,Crucilândia,12,PDT,424,1
MG,3120607,Crucilândia,19,PODE,13,1
MG,3120607,Crucilândia,54,PPL,0,1
MG,3120607,Crucilândia,45,PSDB,329,1
MG,3120607,Crucilândia,17,PSL,1594,1
MG,3120607,Crucilândia,50,PSOL,12,1
MG,3120607,Crucilândia,16,PSTU,2,1
MG,3120607,Crucilândia,13,PT,837,1
MG,3120607,Crucilândia,18,REDE,26,1
MG,3120607,Crucilândia,17,PSL,1983,2
MG,3120607,Crucilândia,13,PT,1240,2
MG,3120706,Cruzeiro da Fortaleza,27,DC,0,1
MG,3120706,Cruzeiro da Fortaleza,15,MDB,10,1
MG,3120706,Cruzeiro da Fortaleza,30,NOVO,190,1
MG,3120706,Cruzeiro da Fortaleza,51,PATRIOTA,6,1
MG,3120706,Cruzeiro da Fortaleza,12,PDT,210,1
MG,3120706,Cruzeiro da Fortaleza,19,PODE,5,1
MG,3120706,Cruzeiro da Fortaleza,54,PPL,1,1
MG,3120706,Cruzeiro da Fortaleza,45,PSDB,152,1
MG,3120706,Cruzeiro da Fortaleza,17,PSL,1591,1
MG,3120706,Cruzeiro da Fortaleza,50,PSOL,4,1
MG,3120706,Cruzeiro da Fortaleza,16,PSTU,1,1
MG,3120706,Cruzeiro da Fortaleza,13,PT,726,1
MG,3120706,Cruzeiro da Fortaleza,18,REDE,10,1
MG,3120706,Cruzeiro da Fortaleza,17,PSL,1759,2
MG,3120706,Cruzeiro da Fortaleza,13,PT,989,2
MG,3120805,Cruzília,27,DC,3,1
MG,3120805,Cruzília,15,MDB,43,1
MG,3120805,Cruzília,30,NOVO,294,1
MG,3120805,Cruzília,51,PATRIOTA,31,1
MG,3120805,Cruzília,12,PDT,830,1
MG,3120805,Cruzília,19,PODE,46,1
MG,3120805,Cruzília,54,PPL,3,1
MG,3120805,Cruzília,45,PSDB,813,1
MG,3120805,Cruzília,17,PSL,3962,1
MG,3120805,Cruzília,50,PSOL,30,1
MG,3120805,Cruzília,16,PSTU,2,1
MG,3120805,Cruzília,13,PT,2636,1
MG,3120805,Cruzília,18,REDE,24,1
MG,3120805,Cruzília,17,PSL,4583,2
MG,3120805,Cruzília,13,PT,3663,2
MG,3120839,Cuparaque,27,DC,0,1
MG,3120839,Cuparaque,15,MDB,27,1
MG,3120839,Cuparaque,30,NOVO,65,1
MG,3120839,Cuparaque,51,PATRIOTA,26,1
MG,3120839,Cuparaque,12,PDT,74,1
MG,3120839,Cuparaque,19,PODE,16,1
MG,3120839,Cuparaque,54,PPL,6,1
MG,3120839,Cuparaque,45,PSDB,134,1
MG,3120839,Cuparaque,17,PSL,1852,1
MG,3120839,Cuparaque,50,PSOL,3,1
MG,3120839,Cuparaque,16,PSTU,1,1
MG,3120839,Cuparaque,13,PT,711,1
MG,3120839,Cuparaque,18,REDE,21,1
MG,3120839,Cuparaque,17,PSL,1853,2
MG,3120839,Cuparaque,13,PT,726,2
MG,3120870,Curral de Dentro,27,DC,0,1
MG,3120870,Curral de Dentro,15,MDB,28,1
MG,3120870,Curral de Dentro,30,NOVO,51,1
MG,3120870,Curral de Dentro,51,PATRIOTA,7,1
MG,3120870,Curral de Dentro,12,PDT,296,1
MG,3120870,Curral de Dentro,19,PODE,20,1
MG,3120870,Curral de Dentro,54,PPL,2,1
MG,3120870,Curral de Dentro,45,PSDB,238,1
MG,3120870,Curral de Dentro,17,PSL,1203,1
MG,3120870,Curral de Dentro,50,PSOL,8,1
MG,3120870,Curral de Dentro,16,PSTU,0,1
MG,3120870,Curral de Dentro,13,PT,1931,1
MG,3120870,Curral de Dentro,18,REDE,17,1
MG,3120870,Curral de Dentro,17,PSL,1457,2
MG,3120870,Curral de Dentro,13,PT,2113,2
MG,3120904,Curvelo,27,DC,9,1
MG,3120904,Curvelo,15,MDB,548,1
MG,3120904,Curvelo,30,NOVO,1363,1
MG,3120904,Curvelo,51,PATRIOTA,312,1
MG,3120904,Curvelo,12,PDT,4101,1
MG,3120904,Curvelo,19,PODE,196,1
MG,3120904,Curvelo,54,PPL,6,1
MG,3120904,Curvelo,45,PSDB,2066,1
MG,3120904,Curvelo,17,PSL,17758,1
MG,3120904,Curvelo,50,PSOL,128,1
MG,3120904,Curvelo,16,PSTU,15,1
MG,3120904,Curvelo,13,PT,12802,1
MG,3120904,Curvelo,18,REDE,337,1
MG,3120904,Curvelo,17,PSL,20575,2
MG,3120904,Curvelo,13,PT,17396,2
MG,3121001,Datas,27,DC,1,1
MG,3121001,Datas,15,MDB,20,1
MG,3121001,Datas,30,NOVO,30,1
MG,3121001,Datas,51,PATRIOTA,39,1
MG,3121001,Datas,12,PDT,296,1
MG,3121001,Datas,19,PODE,8,1
MG,3121001,Datas,54,PPL,1,1
MG,3121001,Datas,45,PSDB,215,1
MG,3121001,Datas,17,PSL,584,1
MG,3121001,Datas,50,PSOL,11,1
MG,3121001,Datas,16,PSTU,0,1
MG,3121001,Datas,13,PT,1786,1
MG,3121001,Datas,18,REDE,10,1
MG,3121001,Datas,17,PSL,739,2
MG,3121001,Datas,13,PT,2090,2
MG,3121100,Delfim Moreira,27,DC,1,1
MG,3121100,Delfim Moreira,15,MDB,48,1
MG,3121100,Delfim Moreira,30,NOVO,201,1
MG,3121100,Delfim Moreira,51,PATRIOTA,15,1
MG,3121100,Delfim Moreira,12,PDT,520,1
MG,3121100,Delfim Moreira,19,PODE,12,1
MG,3121100,Delfim Moreira,54,PPL,2,1
MG,3121100,Delfim Moreira,45,PSDB,684,1
MG,3121100,Delfim Moreira,17,PSL,2458,1
MG,3121100,Delfim Moreira,50,PSOL,8,1
MG,3121100,Delfim Moreira,16,PSTU,3,1
MG,3121100,Delfim Moreira,13,PT,882,1
MG,3121100,Delfim Moreira,18,REDE,16,1
MG,3121100,Delfim Moreira,17,PSL,3167,2
MG,3121100,Delfim Moreira,13,PT,1510,2
MG,3121209,Delfinópolis,27,DC,0,1
MG,3121209,Delfinópolis,15,MDB,33,1
MG,3121209,Delfinópolis,30,NOVO,248,1
MG,3121209,Delfinópolis,51,PATRIOTA,48,1
MG,3121209,Delfinópolis,12,PDT,277,1
MG,3121209,Delfinópolis,19,PODE,16,1
MG,3121209,Delfinópolis,54,PPL,1,1
MG,3121209,Delfinópolis,45,PSDB,434,1
MG,3121209,Delfinópolis,17,PSL,1961,1
MG,3121209,Delfinópolis,50,PSOL,6,1
MG,3121209,Delfinópolis,16,PSTU,1,1
MG,3121209,Delfinópolis,13,PT,878,1
MG,3121209,Delfinópolis,18,REDE,13,1
MG,3121209,Delfinópolis,17,PSL,2406,2
MG,3121209,Delfinópolis,13,PT,1406,2
MG,3121258,Delta,27,DC,3,1
MG,3121258,Delta,15,MDB,25,1
MG,3121258,Delta,30,NOVO,142,1
MG,3121258,Delta,51,PATRIOTA,47,1
MG,3121258,Delta,12,PDT,233,1
MG,3121258,Delta,19,PODE,6,1
MG,3121258,Delta,54,PPL,1,1
MG,3121258,Delta,45,PSDB,155,1
MG,3121258,Delta,17,PSL,1647,1
MG,3121258,Delta,50,PSOL,9,1
MG,3121258,Delta,16,PSTU,0,1
MG,3121258,Delta,13,PT,1895,1
MG,3121258,Delta,18,REDE,20,1
MG,3121258,Delta,17,PSL,1893,2
MG,3121258,Delta,13,PT,2066,2
MG,3121308,Descoberto,27,DC,1,1
MG,3121308,Descoberto,15,MDB,40,1
MG,3121308,Descoberto,30,NOVO,120,1
MG,3121308,Descoberto,51,PATRIOTA,19,1
MG,3121308,Descoberto,12,PDT,678,1
MG,3121308,Descoberto,19,PODE,20,1
MG,3121308,Descoberto,54,PPL,4,1
MG,3121308,Descoberto,45,PSDB,218,1
MG,3121308,Descoberto,17,PSL,1243,1
MG,3121308,Descoberto,50,PSOL,18,1
MG,3121308,Descoberto,16,PSTU,3,1
MG,3121308,Descoberto,13,PT,862,1
MG,3121308,Descoberto,18,REDE,16,1
MG,3121308,Descoberto,17,PSL,1508,2
MG,3121308,Descoberto,13,PT,1586,2
MG,3121407,Desterro de Entre Rios,27,DC,2,1
MG,3121407,Desterro de Entre Rios,15,MDB,49,1
MG,3121407,Desterro de Entre Rios,30,NOVO,72,1
MG,3121407,Desterro de Entre Rios,51,PATRIOTA,8,1
MG,3121407,Desterro de Entre Rios,12,PDT,450,1
MG,3121407,Desterro de Entre Rios,19,PODE,32,1
MG,3121407,Desterro de Entre Rios,54,PPL,4,1
MG,3121407,Desterro de Entre Rios,45,PSDB,667,1
MG,3121407,Desterro de Entre Rios,17,PSL,1922,1
MG,3121407,Desterro de Entre Rios,50,PSOL,7,1
MG,3121407,Desterro de Entre Rios,16,PSTU,6,1
MG,3121407,Desterro de Entre Rios,13,PT,743,1
MG,3121407,Desterro de Entre Rios,18,REDE,18,1
MG,3121407,Desterro de Entre Rios,17,PSL,2394,2
MG,3121407,Desterro de Entre Rios,13,PT,1357,2
MG,3121506,Desterro do Melo,27,DC,1,1
MG,3121506,Desterro do Melo,15,MDB,17,1
MG,3121506,Desterro do Melo,30,NOVO,43,1
MG,3121506,Desterro do Melo,51,PATRIOTA,7,1
MG,3121506,Desterro do Melo,12,PDT,299,1
MG,3121506,Desterro do Melo,19,PODE,10,1
MG,3121506,Desterro do Melo,54,PPL,1,1
MG,3121506,Desterro do Melo,45,PSDB,146,1
MG,3121506,Desterro do Melo,17,PSL,958,1
MG,3121506,Desterro do Melo,50,PSOL,8,1
MG,3121506,Desterro do Melo,16,PSTU,1,1
MG,3121506,Desterro do Melo,13,PT,912,1
MG,3121506,Desterro do Melo,18,REDE,13,1
MG,3121506,Desterro do Melo,17,PSL,1142,2
MG,3121506,Desterro do Melo,13,PT,1112,2
MG,3121605,Diamantina,27,DC,8,1
MG,3121605,Diamantina,15,MDB,302,1
MG,3121605,Diamantina,30,NOVO,577,1
MG,3121605,Diamantina,51,PATRIOTA,264,1
MG,3121605,Diamantina,12,PDT,3611,1
MG,3121605,Diamantina,19,PODE,121,1
MG,3121605,Diamantina,54,PPL,10,1
MG,3121605,Diamantina,45,PSDB,984,1
MG,3121605,Diamantina,17,PSL,7355,1
MG,3121605,Diamantina,50,PSOL,123,1
MG,3121605,Diamantina,16,PSTU,12,1
MG,3121605,Diamantina,13,PT,10432,1
MG,3121605,Diamantina,18,REDE,180,1
MG,3121605,Diamantina,17,PSL,8605,2
MG,3121605,Diamantina,13,PT,13966,2
MG,3121704,Diogo de Vasconcelos,27,DC,0,1
MG,3121704,Diogo de Vasconcelos,15,MDB,18,1
MG,3121704,Diogo de Vasconcelos,30,NOVO,42,1
MG,3121704,Diogo de Vasconcelos,51,PATRIOTA,30,1
MG,3121704,Diogo de Vasconcelos,12,PDT,246,1
MG,3121704,Diogo de Vasconcelos,19,PODE,10,1
MG,3121704,Diogo de Vasconcelos,54,PPL,0,1
MG,3121704,Diogo de Vasconcelos,45,PSDB,146,1
MG,3121704,Diogo de Vasconcelos,17,PSL,573,1
MG,3121704,Diogo de Vasconcelos,50,PSOL,12,1
MG,3121704,Diogo de Vasconcelos,16,PSTU,0,1
MG,3121704,Diogo de Vasconcelos,13,PT,1588,1
MG,3121704,Diogo de Vasconcelos,18,REDE,6,1
MG,3121704,Diogo de Vasconcelos,17,PSL,648,2
MG,3121704,Diogo de Vasconcelos,13,PT,1788,2
MG,3121803,Dionísio,27,DC,0,1
MG,3121803,Dionísio,15,MDB,39,1
MG,3121803,Dionísio,30,NOVO,73,1
MG,3121803,Dionísio,51,PATRIOTA,55,1
MG,3121803,Dionísio,12,PDT,313,1
MG,3121803,Dionísio,19,PODE,16,1
