sigla_uf,id_municipio,nome,numero_candidato,sigla_partido,votos,turno
MA,2110237,Santana do Maranhão,12,PDT,256,1
MA,2110237,Santana do Maranhão,19,PODE,4,1
MA,2110237,Santana do Maranhão,54,PPL,0,1
MA,2110237,Santana do Maranhão,45,PSDB,72,1
MA,2110237,Santana do Maranhão,17,PSL,772,1
MA,2110237,Santana do Maranhão,50,PSOL,8,1
MA,2110237,Santana do Maranhão,16,PSTU,2,1
MA,2110237,Santana do Maranhão,13,PT,4028,1
MA,2110237,Santana do Maranhão,18,REDE,10,1
MA,2110237,Santana do Maranhão,17,PSL,694,2
MA,2110237,Santana do Maranhão,13,PT,4383,2
MA,2110278,Santo Amaro do Maranhão,27,DC,2,1
MA,2110278,Santo Amaro do Maranhão,15,MDB,65,1
MA,2110278,Santo Amaro do Maranhão,30,NOVO,6,1
MA,2110278,Santo Amaro do Maranhão,51,PATRIOTA,27,1
MA,2110278,Santo Amaro do Maranhão,12,PDT,249,1
MA,2110278,Santo Amaro do Maranhão,19,PODE,15,1
MA,2110278,Santo Amaro do Maranhão,54,PPL,1,1
MA,2110278,Santo Amaro do Maranhão,45,PSDB,85,1
MA,2110278,Santo Amaro do Maranhão,17,PSL,776,1
MA,2110278,Santo Amaro do Maranhão,50,PSOL,18,1
MA,2110278,Santo Amaro do Maranhão,16,PSTU,2,1
MA,2110278,Santo Amaro do Maranhão,13,PT,5766,1
MA,2110278,Santo Amaro do Maranhão,18,REDE,44,1
MA,2110278,Santo Amaro do Maranhão,17,PSL,684,2
MA,2110278,Santo Amaro do Maranhão,13,PT,5381,2
MA,2110302,Santo Antônio dos Lopes,27,DC,1,1
MA,2110302,Santo Antônio dos Lopes,15,MDB,111,1
MA,2110302,Santo Antônio dos Lopes,30,NOVO,40,1
MA,2110302,Santo Antônio dos Lopes,51,PATRIOTA,37,1
MA,2110302,Santo Antônio dos Lopes,12,PDT,1157,1
MA,2110302,Santo Antônio dos Lopes,19,PODE,7,1
MA,2110302,Santo Antônio dos Lopes,54,PPL,3,1
MA,2110302,Santo Antônio dos Lopes,45,PSDB,85,1
MA,2110302,Santo Antônio dos Lopes,17,PSL,2190,1
MA,2110302,Santo Antônio dos Lopes,50,PSOL,10,1
MA,2110302,Santo Antônio dos Lopes,16,PSTU,3,1
MA,2110302,Santo Antônio dos Lopes,13,PT,6168,1
MA,2110302,Santo Antônio dos Lopes,18,REDE,16,1
MA,2110302,Santo Antônio dos Lopes,17,PSL,2324,2
MA,2110302,Santo Antônio dos Lopes,13,PT,7425,2
MA,2110401,São Benedito do Rio Preto,27,DC,3,1
MA,2110401,São Benedito do Rio Preto,15,MDB,120,1
MA,2110401,São Benedito do Rio Preto,30,NOVO,16,1
MA,2110401,São Benedito do Rio Preto,51,PATRIOTA,64,1
MA,2110401,São Benedito do Rio Preto,12,PDT,283,1
MA,2110401,São Benedito do Rio Preto,19,PODE,15,1
MA,2110401,São Benedito do Rio Preto,54,PPL,0,1
MA,2110401,São Benedito do Rio Preto,45,PSDB,72,1
MA,2110401,São Benedito do Rio Preto,17,PSL,1119,1
MA,2110401,São Benedito do Rio Preto,50,PSOL,16,1
MA,2110401,São Benedito do Rio Preto,16,PSTU,5,1
MA,2110401,São Benedito do Rio Preto,13,PT,8763,1
MA,2110401,São Benedito do Rio Preto,18,REDE,17,1
MA,2110401,São Benedito do Rio Preto,17,PSL,1116,2
MA,2110401,São Benedito do Rio Preto,13,PT,9034,2
MA,2110500,São Bento,27,DC,4,1
MA,2110500,São Bento,15,MDB,335,1
MA,2110500,São Bento,30,NOVO,26,1
MA,2110500,São Bento,51,PATRIOTA,45,1
MA,2110500,São Bento,12,PDT,992,1
MA,2110500,São Bento,19,PODE,17,1
MA,2110500,São Bento,54,PPL,0,1
MA,2110500,São Bento,45,PSDB,284,1
MA,2110500,São Bento,17,PSL,2950,1
MA,2110500,São Bento,50,PSOL,39,1
MA,2110500,São Bento,16,PSTU,9,1
MA,2110500,São Bento,13,PT,13516,1
MA,2110500,São Bento,18,REDE,78,1
MA,2110500,São Bento,17,PSL,2907,2
MA,2110500,São Bento,13,PT,14591,2
MA,2110609,São Bernardo,27,DC,0,1
MA,2110609,São Bernardo,15,MDB,295,1
MA,2110609,São Bernardo,30,NOVO,18,1
MA,2110609,São Bernardo,51,PATRIOTA,60,1
MA,2110609,São Bernardo,12,PDT,695,1
MA,2110609,São Bernardo,19,PODE,12,1
MA,2110609,São Bernardo,54,PPL,0,1
MA,2110609,São Bernardo,45,PSDB,192,1
MA,2110609,São Bernardo,17,PSL,1931,1
MA,2110609,São Bernardo,50,PSOL,22,1
MA,2110609,São Bernardo,16,PSTU,2,1
MA,2110609,São Bernardo,13,PT,10813,1
MA,2110609,São Bernardo,18,REDE,44,1
MA,2110609,São Bernardo,17,PSL,2167,2
MA,2110609,São Bernardo,13,PT,11827,2
MA,2110658,São Domingos do Azeitão,27,DC,2,1
MA,2110658,São Domingos do Azeitão,15,MDB,111,1
MA,2110658,São Domingos do Azeitão,30,NOVO,6,1
MA,2110658,São Domingos do Azeitão,51,PATRIOTA,7,1
MA,2110658,São Domingos do Azeitão,12,PDT,265,1
MA,2110658,São Domingos do Azeitão,19,PODE,0,1
MA,2110658,São Domingos do Azeitão,54,PPL,0,1
MA,2110658,São Domingos do Azeitão,45,PSDB,35,1
MA,2110658,São Domingos do Azeitão,17,PSL,627,1
MA,2110658,São Domingos do Azeitão,50,PSOL,5,1
MA,2110658,São Domingos do Azeitão,16,PSTU,2,1
MA,2110658,São Domingos do Azeitão,13,PT,3138,1
MA,2110658,São Domingos do Azeitão,18,REDE,13,1
MA,2110658,São Domingos do Azeitão,17,PSL,639,2
MA,2110658,São Domingos do Azeitão,13,PT,3571,2
MA,2110708,São Domingos do Maranhão,27,DC,1,1
MA,2110708,São Domingos do Maranhão,15,MDB,582,1
MA,2110708,São Domingos do Maranhão,30,NOVO,123,1
MA,2110708,São Domingos do Maranhão,51,PATRIOTA,53,1
MA,2110708,São Domingos do Maranhão,12,PDT,1555,1
MA,2110708,São Domingos do Maranhão,19,PODE,31,1
MA,2110708,São Domingos do Maranhão,54,PPL,0,1
MA,2110708,São Domingos do Maranhão,45,PSDB,436,1
MA,2110708,São Domingos do Maranhão,17,PSL,4851,1
MA,2110708,São Domingos do Maranhão,50,PSOL,37,1
MA,2110708,São Domingos do Maranhão,16,PSTU,12,1
MA,2110708,São Domingos do Maranhão,13,PT,10392,1
MA,2110708,São Domingos do Maranhão,18,REDE,56,1
MA,2110708,São Domingos do Maranhão,17,PSL,5483,2
MA,2110708,São Domingos do Maranhão,13,PT,13118,2
MA,2110807,São Félix de Balsas,27,DC,0,1
MA,2110807,São Félix de Balsas,15,MDB,75,1
MA,2110807,São Félix de Balsas,30,NOVO,6,1
MA,2110807,São Félix de Balsas,51,PATRIOTA,7,1
MA,2110807,São Félix de Balsas,12,PDT,142,1
MA,2110807,São Félix de Balsas,19,PODE,2,1
MA,2110807,São Félix de Balsas,54,PPL,0,1
MA,2110807,São Félix de Balsas,45,PSDB,28,1
MA,2110807,São Félix de Balsas,17,PSL,382,1
MA,2110807,São Félix de Balsas,50,PSOL,3,1
MA,2110807,São Félix de Balsas,16,PSTU,4,1
MA,2110807,São Félix de Balsas,13,PT,2041,1
MA,2110807,São Félix de Balsas,18,REDE,1,1
MA,2110807,São Félix de Balsas,17,PSL,370,2
MA,2110807,São Félix de Balsas,13,PT,2190,2
MA,2110856,São Francisco do Brejão,27,DC,2,1
MA,2110856,São Francisco do Brejão,15,MDB,135,1
MA,2110856,São Francisco do Brejão,30,NOVO,8,1
MA,2110856,São Francisco do Brejão,51,PATRIOTA,74,1
MA,2110856,São Francisco do Brejão,12,PDT,457,1
MA,2110856,São Francisco do Brejão,19,PODE,11,1
MA,2110856,São Francisco do Brejão,54,PPL,0,1
MA,2110856,São Francisco do Brejão,45,PSDB,163,1
MA,2110856,São Francisco do Brejão,17,PSL,1585,1
MA,2110856,São Francisco do Brejão,50,PSOL,8,1
MA,2110856,São Francisco do Brejão,16,PSTU,1,1
MA,2110856,São Francisco do Brejão,13,PT,2561,1
MA,2110856,São Francisco do Brejão,18,REDE,25,1
MA,2110856,São Francisco do Brejão,17,PSL,1776,2
MA,2110856,São Francisco do Brejão,13,PT,3085,2
MA,2110906,São Francisco do Maranhão,27,DC,3,1
MA,2110906,São Francisco do Maranhão,15,MDB,153,1
MA,2110906,São Francisco do Maranhão,30,NOVO,12,1
MA,2110906,São Francisco do Maranhão,51,PATRIOTA,16,1
MA,2110906,São Francisco do Maranhão,12,PDT,317,1
MA,2110906,São Francisco do Maranhão,19,PODE,11,1
MA,2110906,São Francisco do Maranhão,54,PPL,1,1
MA,2110906,São Francisco do Maranhão,45,PSDB,64,1
MA,2110906,São Francisco do Maranhão,17,PSL,504,1
MA,2110906,São Francisco do Maranhão,50,PSOL,6,1
MA,2110906,São Francisco do Maranhão,16,PSTU,6,1
MA,2110906,São Francisco do Maranhão,13,PT,4968,1
MA,2110906,São Francisco do Maranhão,18,REDE,21,1
MA,2110906,São Francisco do Maranhão,17,PSL,662,2
MA,2110906,São Francisco do Maranhão,13,PT,5748,2
MA,2111003,São João Batista,27,DC,1,1
MA,2111003,São João Batista,15,MDB,158,1
MA,2111003,São João Batista,30,NOVO,12,1
MA,2111003,São João Batista,51,PATRIOTA,79,1
MA,2111003,São João Batista,12,PDT,462,1
MA,2111003,São João Batista,19,PODE,16,1
MA,2111003,São João Batista,54,PPL,0,1
MA,2111003,São João Batista,45,PSDB,84,1
MA,2111003,São João Batista,17,PSL,1386,1
MA,2111003,São João Batista,50,PSOL,27,1
MA,2111003,São João Batista,16,PSTU,9,1
MA,2111003,São João Batista,13,PT,11032,1
MA,2111003,São João Batista,18,REDE,26,1
MA,2111003,São João Batista,17,PSL,1036,2
MA,2111003,São João Batista,13,PT,10398,2
MA,2111029,São João do Carú,27,DC,3,1
MA,2111029,São João do Carú,15,MDB,45,1
MA,2111029,São João do Carú,30,NOVO,8,1
MA,2111029,São João do Carú,51,PATRIOTA,24,1
MA,2111029,São João do Carú,12,PDT,352,1
MA,2111029,São João do Carú,19,PODE,3,1
MA,2111029,São João do Carú,54,PPL,0,1
MA,2111029,São João do Carú,45,PSDB,73,1
MA,2111029,São João do Carú,17,PSL,1055,1
MA,2111029,São João do Carú,50,PSOL,4,1
MA,2111029,São João do Carú,16,PSTU,3,1
MA,2111029,São João do Carú,13,PT,4770,1
MA,2111029,São João do Carú,18,REDE,10,1
MA,2111029,São João do Carú,17,PSL,1101,2
MA,2111029,São João do Carú,13,PT,5198,2
MA,2111052,São João do Paraíso,27,DC,2,1
MA,2111052,São João do Paraíso,15,MDB,116,1
MA,2111052,São João do Paraíso,30,NOVO,11,1
MA,2111052,São João do Paraíso,51,PATRIOTA,48,1
MA,2111052,São João do Paraíso,12,PDT,568,1
MA,2111052,São João do Paraíso,19,PODE,17,1
MA,2111052,São João do Paraíso,54,PPL,0,1
MA,2111052,São João do Paraíso,45,PSDB,97,1
MA,2111052,São João do Paraíso,17,PSL,1558,1
MA,2111052,São João do Paraíso,50,PSOL,21,1
MA,2111052,São João do Paraíso,16,PSTU,3,1
MA,2111052,São João do Paraíso,13,PT,3505,1
MA,2111052,São João do Paraíso,18,REDE,15,1
MA,2111052,São João do Paraíso,17,PSL,1717,2
MA,2111052,São João do Paraíso,13,PT,4058,2
MA,2111078,São João do Soter,27,DC,1,1
MA,2111078,São João do Soter,15,MDB,91,1
MA,2111078,São João do Soter,30,NOVO,4,1
MA,2111078,São João do Soter,51,PATRIOTA,105,1
MA,2111078,São João do Soter,12,PDT,321,1
MA,2111078,São João do Soter,19,PODE,6,1
MA,2111078,São João do Soter,54,PPL,1,1
MA,2111078,São João do Soter,45,PSDB,50,1
MA,2111078,São João do Soter,17,PSL,728,1
MA,2111078,São João do Soter,50,PSOL,13,1
MA,2111078,São João do Soter,16,PSTU,10,1
MA,2111078,São João do Soter,13,PT,7349,1
MA,2111078,São João do Soter,18,REDE,24,1
MA,2111078,São João do Soter,17,PSL,822,2
MA,2111078,São João do Soter,13,PT,7948,2
MA,2111102,São João dos Patos,27,DC,2,1
MA,2111102,São João dos Patos,15,MDB,336,1
MA,2111102,São João dos Patos,30,NOVO,70,1
MA,2111102,São João dos Patos,51,PATRIOTA,33,1
MA,2111102,São João dos Patos,12,PDT,1771,1
MA,2111102,São João dos Patos,19,PODE,17,1
MA,2111102,São João dos Patos,54,PPL,0,1
MA,2111102,São João dos Patos,45,PSDB,235,1
MA,2111102,São João dos Patos,17,PSL,2529,1
MA,2111102,São João dos Patos,50,PSOL,56,1
MA,2111102,São João dos Patos,16,PSTU,6,1
MA,2111102,São João dos Patos,13,PT,7469,1
MA,2111102,São João dos Patos,18,REDE,75,1
MA,2111102,São João dos Patos,17,PSL,2841,2
MA,2111102,São João dos Patos,13,PT,10007,2
MA,2111201,São José de Ribamar,27,DC,32,1
MA,2111201,São José de Ribamar,15,MDB,1298,1
MA,2111201,São José de Ribamar,30,NOVO,438,1
MA,2111201,São José de Ribamar,51,PATRIOTA,1875,1
MA,2111201,São José de Ribamar,12,PDT,6605,1
MA,2111201,São José de Ribamar,19,PODE,183,1
MA,2111201,São José de Ribamar,54,PPL,11,1
MA,2111201,São José de Ribamar,45,PSDB,1339,1
MA,2111201,São José de Ribamar,17,PSL,23891,1
MA,2111201,São José de Ribamar,50,PSOL,784,1
MA,2111201,São José de Ribamar,16,PSTU,130,1
MA,2111201,São José de Ribamar,13,PT,40116,1
MA,2111201,São José de Ribamar,18,REDE,1135,1
MA,2111201,São José de Ribamar,17,PSL,26235,2
MA,2111201,São José de Ribamar,13,PT,49761,2
MA,2111250,São José dos Basílios,27,DC,0,1
MA,2111250,São José dos Basílios,15,MDB,27,1
MA,2111250,São José dos Basílios,30,NOVO,3,1
MA,2111250,São José dos Basílios,51,PATRIOTA,13,1
MA,2111250,São José dos Basílios,12,PDT,209,1
MA,2111250,São José dos Basílios,19,PODE,1,1
MA,2111250,São José dos Basílios,54,PPL,0,1
MA,2111250,São José dos Basílios,45,PSDB,25,1
MA,2111250,São José dos Basílios,17,PSL,437,1
MA,2111250,São José dos Basílios,50,PSOL,6,1
MA,2111250,São José dos Basílios,16,PSTU,1,1
MA,2111250,São José dos Basílios,13,PT,3485,1
MA,2111250,São José dos Basílios,18,REDE,17,1
MA,2111250,São José dos Basílios,17,PSL,439,2
MA,2111250,São José dos Basílios,13,PT,3743,2
MA,2111300,São Luís,27,DC,250,1
MA,2111300,São Luís,15,MDB,7406,1
MA,2111300,São Luís,30,NOVO,7699,1
MA,2111300,São Luís,51,PATRIOTA,12630,1
MA,2111300,São Luís,12,PDT,79054,1
MA,2111300,São Luís,19,PODE,1968,1
MA,2111300,São Luís,54,PPL,133,1
MA,2111300,São Luís,45,PSDB,10544,1
MA,2111300,São Luís,17,PSL,200990,1
MA,2111300,São Luís,50,PSOL,6793,1
MA,2111300,São Luís,16,PSTU,1330,1
MA,2111300,São Luís,13,PT,210676,1
MA,2111300,São Luís,18,REDE,9838,1
MA,2111300,São Luís,17,PSL,224108,2
MA,2111300,São Luís,13,PT,306690,2
MA,2111409,São Luís Gonzaga do Maranhão,27,DC,0,1
MA,2111409,São Luís Gonzaga do Maranhão,15,MDB,208,1
MA,2111409,São Luís Gonzaga do Maranhão,30,NOVO,6,1
MA,2111409,São Luís Gonzaga do Maranhão,51,PATRIOTA,34,1
MA,2111409,São Luís Gonzaga do Maranhão,12,PDT,612,1
MA,2111409,São Luís Gonzaga do Maranhão,19,PODE,9,1
MA,2111409,São Luís Gonzaga do Maranhão,54,PPL,6,1
MA,2111409,São Luís Gonzaga do Maranhão,45,PSDB,54,1
MA,2111409,São Luís Gonzaga do Maranhão,17,PSL,1225,1
MA,2111409,São Luís Gonzaga do Maranhão,50,PSOL,26,1
MA,2111409,São Luís Gonzaga do Maranhão,16,PSTU,2,1
MA,2111409,São Luís Gonzaga do Maranhão,13,PT,9460,1
MA,2111409,São Luís Gonzaga do Maranhão,18,REDE,26,1
MA,2111409,São Luís Gonzaga do Maranhão,17,PSL,1359,2
MA,2111409,São Luís Gonzaga do Maranhão,13,PT,10954,2
MA,2111508,São Mateus do Maranhão,27,DC,3,1
MA,2111508,São Mateus do Maranhão,15,MDB,366,1
MA,2111508,São Mateus do Maranhão,30,NOVO,37,1
MA,2111508,São Mateus do Maranhão,51,PATRIOTA,97,1
MA,2111508,São Mateus do Maranhão,12,PDT,1073,1
MA,2111508,São Mateus do Maranhão,19,PODE,19,1
MA,2111508,São Mateus do Maranhão,54,PPL,2,1
MA,2111508,São Mateus do Maranhão,45,PSDB,183,1
MA,2111508,São Mateus do Maranhão,17,PSL,3173,1
MA,2111508,São Mateus do Maranhão,50,PSOL,42,1
MA,2111508,São Mateus do Maranhão,16,PSTU,11,1
MA,2111508,São Mateus do Maranhão,13,PT,12645,1
MA,2111508,São Mateus do Maranhão,18,REDE,85,1
MA,2111508,São Mateus do Maranhão,17,PSL,3483,2
MA,2111508,São Mateus do Maranhão,13,PT,14805,2
MA,2111532,São Pedro da Água Branca,27,DC,0,1
MA,2111532,São Pedro da Água Branca,15,MDB,84,1
MA,2111532,São Pedro da Água Branca,30,NOVO,22,1
MA,2111532,São Pedro da Água Branca,51,PATRIOTA,32,1
MA,2111532,São Pedro da Água Branca,12,PDT,245,1
MA,2111532,São Pedro da Água Branca,19,PODE,3,1
MA,2111532,São Pedro da Água Branca,54,PPL,0,1
MA,2111532,São Pedro da Água Branca,45,PSDB,91,1
MA,2111532,São Pedro da Água Branca,17,PSL,1792,1
MA,2111532,São Pedro da Água Branca,50,PSOL,12,1
MA,2111532,São Pedro da Água Branca,16,PSTU,0,1
MA,2111532,São Pedro da Água Branca,13,PT,3882,1
MA,2111532,São Pedro da Água Branca,18,REDE,20,1
MA,2111532,São Pedro da Água Branca,17,PSL,1857,2
MA,2111532,São Pedro da Água Branca,13,PT,4047,2
MA,2111573,São Pedro dos Crentes,27,DC,0,1
MA,2111573,São Pedro dos Crentes,15,MDB,70,1
MA,2111573,São Pedro dos Crentes,30,NOVO,1,1
MA,2111573,São Pedro dos Crentes,51,PATRIOTA,3,1
MA,2111573,São Pedro dos Crentes,12,PDT,189,1
MA,2111573,São Pedro dos Crentes,19,PODE,6,1
MA,2111573,São Pedro dos Crentes,54,PPL,1,1
MA,2111573,São Pedro dos Crentes,45,PSDB,63,1
MA,2111573,São Pedro dos Crentes,17,PSL,1501,1
MA,2111573,São Pedro dos Crentes,50,PSOL,0,1
MA,2111573,São Pedro dos Crentes,16,PSTU,0,1
MA,2111573,São Pedro dos Crentes,13,PT,1106,1
MA,2111573,São Pedro dos Crentes,18,REDE,7,1
MA,2111573,São Pedro dos Crentes,17,PSL,1611,2
MA,2111573,São Pedro dos Crentes,13,PT,1191,2
MA,2111607,São Raimundo das Mangabeiras,27,DC,1,1
MA,2111607,São Raimundo das Mangabeiras,15,MDB,186,1
MA,2111607,São Raimundo das Mangabeiras,30,NOVO,11,1
MA,2111607,São Raimundo das Mangabeiras,51,PATRIOTA,47,1
MA,2111607,São Raimundo das Mangabeiras,12,PDT,969,1
MA,2111607,São Raimundo das Mangabeiras,19,PODE,16,1
MA,2111607,São Raimundo das Mangabeiras,54,PPL,1,1
MA,2111607,São Raimundo das Mangabeiras,45,PSDB,114,1
MA,2111607,São Raimundo das Mangabeiras,17,PSL,2757,1
MA,2111607,São Raimundo das Mangabeiras,50,PSOL,20,1
MA,2111607,São Raimundo das Mangabeiras,16,PSTU,2,1
MA,2111607,São Raimundo das Mangabeiras,13,PT,5872,1
MA,2111607,São Raimundo das Mangabeiras,18,REDE,32,1
MA,2111607,São Raimundo das Mangabeiras,17,PSL,2985,2
MA,2111607,São Raimundo das Mangabeiras,13,PT,6857,2
MA,2111631,São Raimundo do Doca Bezerra,27,DC,1,1
MA,2111631,São Raimundo do Doca Bezerra,15,MDB,28,1
MA,2111631,São Raimundo do Doca Bezerra,30,NOVO,3,1
MA,2111631,São Raimundo do Doca Bezerra,51,PATRIOTA,26,1
MA,2111631,São Raimundo do Doca Bezerra,12,PDT,478,1
MA,2111631,São Raimundo do Doca Bezerra,19,PODE,7,1
MA,2111631,São Raimundo do Doca Bezerra,54,PPL,0,1
MA,2111631,São Raimundo do Doca Bezerra,45,PSDB,28,1
MA,2111631,São Raimundo do Doca Bezerra,17,PSL,528,1
MA,2111631,São Raimundo do Doca Bezerra,50,PSOL,4,1
MA,2111631,São Raimundo do Doca Bezerra,16,PSTU,3,1
MA,2111631,São Raimundo do Doca Bezerra,13,PT,2438,1
MA,2111631,São Raimundo do Doca Bezerra,18,REDE,7,1
MA,2111631,São Raimundo do Doca Bezerra,17,PSL,517,2
MA,2111631,São Raimundo do Doca Bezerra,13,PT,2935,2
MA,2111672,São Roberto,27,DC,0,1
MA,2111672,São Roberto,15,MDB,74,1
MA,2111672,São Roberto,30,NOVO,5,1
MA,2111672,São Roberto,51,PATRIOTA,17,1
MA,2111672,São Roberto,12,PDT,338,1
MA,2111672,São Roberto,19,PODE,2,1
MA,2111672,São Roberto,54,PPL,0,1
MA,2111672,São Roberto,45,PSDB,15,1
MA,2111672,São Roberto,17,PSL,382,1
MA,2111672,São Roberto,50,PSOL,5,1
MA,2111672,São Roberto,16,PSTU,0,1
MA,2111672,São Roberto,13,PT,2402,1
MA,2111672,São Roberto,18,REDE,6,1
MA,2111672,São Roberto,17,PSL,417,2
MA,2111672,São Roberto,13,PT,2758,2
MA,2111706,São Vicente Ferrer,27,DC,1,1
MA,2111706,São Vicente Ferrer,15,MDB,102,1
MA,2111706,São Vicente Ferrer,30,NOVO,10,1
MA,2111706,São Vicente Ferrer,51,PATRIOTA,68,1
MA,2111706,São Vicente Ferrer,12,PDT,411,1
MA,2111706,São Vicente Ferrer,19,PODE,6,1
MA,2111706,São Vicente Ferrer,54,PPL,1,1
MA,2111706,São Vicente Ferrer,45,PSDB,86,1
MA,2111706,São Vicente Ferrer,17,PSL,1257,1
MA,2111706,São Vicente Ferrer,50,PSOL,21,1
MA,2111706,São Vicente Ferrer,16,PSTU,7,1
MA,2111706,São Vicente Ferrer,13,PT,7817,1
MA,2111706,São Vicente Ferrer,18,REDE,38,1
MA,2111706,São Vicente Ferrer,17,PSL,1111,2
MA,2111706,São Vicente Ferrer,13,PT,8352,2
MA,2111722,Satubinha,27,DC,0,1
MA,2111722,Satubinha,15,MDB,65,1
MA,2111722,Satubinha,30,NOVO,8,1
MA,2111722,Satubinha,51,PATRIOTA,33,1
MA,2111722,Satubinha,12,PDT,317,1
MA,2111722,Satubinha,19,PODE,6,1
MA,2111722,Satubinha,54,PPL,0,1
MA,2111722,Satubinha,45,PSDB,39,1
MA,2111722,Satubinha,17,PSL,716,1
MA,2111722,Satubinha,50,PSOL,5,1
MA,2111722,Satubinha,16,PSTU,1,1
MA,2111722,Satubinha,13,PT,2696,1
MA,2111722,Satubinha,18,REDE,7,1
MA,2111722,Satubinha,17,PSL,741,2
MA,2111722,Satubinha,13,PT,3138,2
MA,2111748,Senador Alexandre Costa,27,DC,0,1
MA,2111748,Senador Alexandre Costa,15,MDB,88,1
MA,2111748,Senador Alexandre Costa,30,NOVO,6,1
MA,2111748,Senador Alexandre Costa,51,PATRIOTA,15,1
MA,2111748,Senador Alexandre Costa,12,PDT,358,1
MA,2111748,Senador Alexandre Costa,19,PODE,22,1
MA,2111748,Senador Alexandre Costa,54,PPL,0,1
MA,2111748,Senador Alexandre Costa,45,PSDB,36,1
MA,2111748,Senador Alexandre Costa,17,PSL,880,1
MA,2111748,Senador Alexandre Costa,50,PSOL,7,1
MA,2111748,Senador Alexandre Costa,16,PSTU,1,1
MA,2111748,Senador Alexandre Costa,13,PT,3677,1
MA,2111748,Senador Alexandre Costa,18,REDE,11,1
MA,2111748,Senador Alexandre Costa,17,PSL,908,2
MA,2111748,Senador Alexandre Costa,13,PT,4216,2
MA,2111763,Senador La Rocque,27,DC,0,1
MA,2111763,Senador La Rocque,15,MDB,75,1
MA,2111763,Senador La Rocque,30,NOVO,10,1
MA,2111763,Senador La Rocque,51,PATRIOTA,66,1
MA,2111763,Senador La Rocque,12,PDT,602,1
MA,2111763,Senador La Rocque,19,PODE,13,1
MA,2111763,Senador La Rocque,54,PPL,1,1
MA,2111763,Senador La Rocque,45,PSDB,109,1
MA,2111763,Senador La Rocque,17,PSL,1962,1
MA,2111763,Senador La Rocque,50,PSOL,38,1
MA,2111763,Senador La Rocque,16,PSTU,3,1
MA,2111763,Senador La Rocque,13,PT,5183,1
MA,2111763,Senador La Rocque,18,REDE,23,1
MA,2111763,Senador La Rocque,17,PSL,2093,2
MA,2111763,Senador La Rocque,13,PT,6100,2
MA,2111789,Serrano do Maranhão,27,DC,0,1
MA,2111789,Serrano do Maranhão,15,MDB,66,1
MA,2111789,Serrano do Maranhão,30,NOVO,2,1
MA,2111789,Serrano do Maranhão,51,PATRIOTA,26,1
MA,2111789,Serrano do Maranhão,12,PDT,120,1
MA,2111789,Serrano do Maranhão,19,PODE,1,1
MA,2111789,Serrano do Maranhão,54,PPL,2,1
MA,2111789,Serrano do Maranhão,45,PSDB,26,1
MA,2111789,Serrano do Maranhão,17,PSL,359,1
MA,2111789,Serrano do Maranhão,50,PSOL,8,1
MA,2111789,Serrano do Maranhão,16,PSTU,2,1
MA,2111789,Serrano do Maranhão,13,PT,4607,1
MA,2111789,Serrano do Maranhão,18,REDE,13,1
MA,2111789,Serrano do Maranhão,17,PSL,322,2
MA,2111789,Serrano do Maranhão,13,PT,4743,2
MA,2111805,Sítio Novo,27,DC,0,1
MA,2111805,Sítio Novo,15,MDB,112,1
MA,2111805,Sítio Novo,30,NOVO,35,1
MA,2111805,Sítio Novo,51,PATRIOTA,49,1
MA,2111805,Sítio Novo,12,PDT,926,1
MA,2111805,Sítio Novo,19,PODE,17,1
MA,2111805,Sítio Novo,54,PPL,0,1
MA,2111805,Sítio Novo,45,PSDB,112,1
MA,2111805,Sítio Novo,17,PSL,2465,1
MA,2111805,Sítio Novo,50,PSOL,40,1
MA,2111805,Sítio Novo,16,PSTU,9,1
MA,2111805,Sítio Novo,13,PT,6653,1
MA,2111805,Sítio Novo,18,REDE,61,1
MA,2111805,Sítio Novo,17,PSL,2800,2
MA,2111805,Sítio Novo,13,PT,7484,2
MA,2111904,Sucupira do Norte,27,DC,0,1
MA,2111904,Sucupira do Norte,15,MDB,133,1
MA,2111904,Sucupira do Norte,30,NOVO,12,1
MA,2111904,Sucupira do Norte,51,PATRIOTA,12,1
MA,2111904,Sucupira do Norte,12,PDT,263,1
MA,2111904,Sucupira do Norte,19,PODE,5,1
MA,2111904,Sucupira do Norte,54,PPL,0,1
MA,2111904,Sucupira do Norte,45,PSDB,62,1
MA,2111904,Sucupira do Norte,17,PSL,955,1
MA,2111904,Sucupira do Norte,50,PSOL,2,1
MA,2111904,Sucupira do Norte,16,PSTU,1,1
MA,2111904,Sucupira do Norte,13,PT,4260,1
MA,2111904,Sucupira do Norte,18,REDE,11,1
MA,2111904,Sucupira do Norte,17,PSL,1024,2
MA,2111904,Sucupira do Norte,13,PT,4801,2
MA,2111953,Sucupira do Riachão,27,DC,0,1
MA,2111953,Sucupira do Riachão,15,MDB,95,1
MA,2111953,Sucupira do Riachão,30,NOVO,5,1
MA,2111953,Sucupira do Riachão,51,PATRIOTA,7,1
MA,2111953,Sucupira do Riachão,12,PDT,194,1
MA,2111953,Sucupira do Riachão,19,PODE,4,1
MA,2111953,Sucupira do Riachão,54,PPL,0,1
MA,2111953,Sucupira do Riachão,45,PSDB,36,1
MA,2111953,Sucupira do Riachão,17,PSL,235,1
MA,2111953,Sucupira do Riachão,50,PSOL,8,1
MA,2111953,Sucupira do Riachão,16,PSTU,1,1
